start_x,start_y,start_z,goal_x,goal_y,goal_z
0.6965843295956331,-1.3292905198181038,-0.85,2.410724089016916,2.409084003279476,-0.85
2.7106091478117103,2.4258728631452726,-0.85,-0.20726651533434057,1.1183395515113344,-0.85
0.12485139454843358,0.338951909357062,-0.85,3.540107968000104,-0.24232708822329593,-0.85
2.5617043989949,1.8916504329326136,-0.85,-0.3167247540534979,-0.21841597035484375,-0.85
0.6490393267719864,0.19075883389315135,-0.85,2.453121781191394,3.377438291567551,-0.85
0.7259144597246804,-0.3390309758326828,-0.85,3.5603020310859694,3.5535537213480377,-0.85
3.756253982890305,3.2153078135522044,-0.85,-0.7784064175997644,2.3973667918366983,-0.85
2.445038436884588,1.9688632640308126,-0.85,0.02957225223471042,-0.17834403023403056,-0.85
0.13143658191165236,1.9911041041620177,-0.85,4.1493204024509875,-0.22966733159835473,-0.85
3.0706798485844673,3.510887099027419,-0.85,0.7723336483956729,-1.0519299546341512,-0.85
-0.2291339065844971,0.17815125365841208,-0.85,4.037881535274556,3.5744211767281064,-0.85
2.453121781191394,3.377438291567551,-0.85,-0.197489901832403,-0.9420771633378776,-0.85
-0.5309101391020887,0.9823623064075884,-0.85,3.3732191774545446,-0.7616287047324845,-0.85
-0.16947713872428466,1.2773916651170443,-0.85,4.0548637788131074,1.3411766293889789,-0.85
3.1046709023815606,1.0294541651788092,-0.85,1.6808765379071469,3.4008672276975176,-0.85
3.65701103226108,3.41519957355081,-0.85,-0.018817952705037815,0.0583978732835817,-0.85
3.547421200119301,-1.1675772754569327,-0.85,-0.197250487378114,-0.5684775727271472,-0.85
0.7939762644617967,-0.5796272814606593,-0.85,4.458274794979754,-1.166101757816719,-0.85
0.8444327258649879,0.9274052469600531,-0.85,4.045672416870546,-1.0705979734597681,-0.85
3.871131776543463,-0.34251612046540664,-0.85,0.6354693757567115,2.597211735263421,-0.85
1.0251607615070286,3.3363527352419413,-0.85,3.3987937193910946,-1.3222902574076998,-0.85
4.316905535593271,-1.2583543735818923,-0.85,0.9640541214671835,2.987926112230003,-0.85
1.4823418238043373,2.8453058663505866,-0.85,4.458274794979754,-1.166101757816719,-0.85
1.1689477989542214,3.189819625887716,-0.85,3.6639426802747477,-1.1353537255180082,-0.85
2.006383179473733,2.484327856634983,-0.85,4.4621456495742775,-0.9961523081976709,-0.85
3.0995619399333694,1.8644592394683912,-0.85,0.33193178224682174,0.02756219730160587,-0.85
0.5466727357051211,2.1683402736533255,-0.85,0.37215167454987574,-0.9924270391886216,-0.85
0.9640541214671835,2.987926112230003,-0.85,1.9321519210027829,-1.0396107560088412,-0.85
0.916672136457157,-0.5675318833831487,-0.85,4.31983849145967,0.28658822169099873,-0.85
1.2262851684602267,-1.447704773346262,-0.85,1.3220283551145577,1.891137314560931,-0.85
2.0200629387351046,2.0882519730920284,-0.85,4.058628962048306,-1.2494471035669417,-0.85
1.651797830040061,2.993809175734144,-0.85,-0.0346057876251818,-0.810122554785926,-0.85
-0.2885912036966594,1.4401010478641616,-0.85,4.157020570012348,3.6406523904522383,-0.85
4.361921760932113,0.39203491402351487,-0.85,-0.4057996346934496,1.0471206928906422,-0.85
1.0617776103333811,2.3224847038633896,-0.85,3.67708555418168,-0.45780201301901996,-0.85
-0.04404692822943718,-0.7027760344982528,-0.85,1.9064882448111693,2.6230926381204696,-0.85
4.01171972567516,3.0658624714859117,-0.85,0.6209314442533144,-1.118990088667157,-0.85
3.089650260520809,1.1329148295421003,-0.85,0.783481531380539,2.750010591105621,-0.85
1.6254656750388867,2.3928353319855,-0.85,3.661365914325321,-1.0521529603771786,-0.85
0.8914173874762981,-0.020774808119743263,-0.85,4.204406793896974,1.2343347168636074,-0.85
0.745178142251205,2.4687872306158973,-0.85,4.180424357766754,0.7640996123067102,-0.85
1.9222967281252268,1.9217658879114354,-0.85,4.058628962048306,-1.2494471035669417,-0.85
3.8911684062321856,0.7743520608498614,-0.85,0.7847318653961005,1.9076205339909842,-0.85
-0.0346057876251818,-0.810122554785926,-0.85,2.6798786726227326,2.0778575682914995,-0.85
3.578963110349273,2.6205884108359667,-0.85,0.12938240231115444,1.7636591947445606,-0.85
3.514431861345528,-1.0090109051749554,-0.85,3.712064920114304,2.642250584976628,-0.85
3.4961630039196305,2.6848514256844465,-0.85,0.5263820317722667,1.4797047781511856,-0.85
-0.1345216478998759,-0.5138887757406024,-0.85,0.6354693757567115,2.597211735263421,-0.85
0.44816012551825457,1.1830736661986183,-0.85,3.661365914325321,-1.0521529603771786,-0.85
4.162172203755087,1.5344793723680814,-0.85,0.7905675181436274,-1.1605196361387868,-0.85
3.1901082604394575,2.6506270573494257,-0.85,0.21250767877699672,-0.3687724988810742,-0.85
3.3924026516529744,-1.3097871261360692,-0.85,0.8506680606911714,1.5802383770647372,-0.85
3.580902053500246,1.6541580058695846,-0.85,0.7075268659138745,0.8894432848081019,-0.85
3.155952774771954,-0.2063065258033717,-0.85,-0.32835037475576634,0.6956622446073822,-0.85
3.9994482637708133,3.085022752902563,-0.85,0.14211633992386385,-0.819703256390827,-0.85
0.983492598009846,2.005601136630395,-0.85,3.9437266126635735,1.1124736466740095,-0.85
-0.3560570673582298,0.5923382939482229,-0.85,3.6166628750442156,0.4976514304482563,-0.85
3.6432569514277087,0.8448323675342845,-0.85,-0.04487078123185424,-0.49125304762353983,-0.85
2.8589660794309366,1.9400493912377963,-0.85,-0.41341100877983045,0.39121065910478636,-0.85
