# Execution time: 350.4418 seconds
-4.359166398644447327e-01,1.425374459475278854e+00,-8.000000119209289551e-01
-4.812291413545608521e-01,1.404244087636470795e+00,-8.000000119209289551e-01
-5.265416428446769714e-01,1.383113715797662735e+00,-8.000000119209289551e-01
-5.718541443347930908e-01,1.361983343958854675e+00,-8.000000119209289551e-01
-6.171666458249092102e-01,1.340852972120046616e+00,-8.000000119209289551e-01
-6.624791473150253296e-01,1.319722600281238556e+00,-8.000000119209289551e-01
-7.077916488051414490e-01,1.298592228442430496e+00,-8.000000119209289551e-01
-7.531041502952575684e-01,1.277461856603622437e+00,-8.000000119209289551e-01
-7.984166517853736877e-01,1.256331484764814377e+00,-8.000000119209289551e-01
-8.437291532754898071e-01,1.235201112926006317e+00,-8.000000119209289551e-01
-8.890416547656059265e-01,1.214070741087198257e+00,-8.000000119209289551e-01
-9.343541562557220459e-01,1.192940369248390198e+00,-8.000000119209289551e-01
-9.796666577458381653e-01,1.171809997409582138e+00,-8.000000119209289551e-01
-1.024979159235954285e+00,1.150679625570774078e+00,-8.000000119209289551e-01
-1.070291660726070404e+00,1.129549253731966019e+00,-8.000000119209289551e-01
-1.115604162216186523e+00,1.108418881893157959e+00,-8.000000119209289551e-01
-1.160916663706302643e+00,1.087288510054349899e+00,-8.000000119209289551e-01
-1.206229165196418762e+00,1.066158138215541840e+00,-8.000000119209289551e-01
-1.251541666686534882e+00,1.045027766376733780e+00,-8.000000119209289551e-01
-1.296854168176651001e+00,1.023897394537925720e+00,-8.000000119209289551e-01
-1.342166669666767120e+00,1.002767022699117661e+00,-8.000000119209289551e-01
-1.358870629221200943e+00,9.949775417335331440e-01,-8.000000119209289551e-01
-1.370448811911046505e+00,9.895783402025699615e-01,-8.000000119209289551e-01
-1.350956873036921024e+00,9.986679274588823318e-01,-8.000000119209289551e-01
-1.369887520559132099e+00,9.898400856181979179e-01,-8.000000119209289551e-01
-1.367639782140031457e+00,9.908882632153108716e-01,-8.000000119209289551e-01
-1.352868429617956281e+00,9.977765210205689073e-01,-8.000000119209289551e-01
-1.369083308847621083e+00,9.902151107089594007e-01,-8.000000119209289551e-01
-1.365335768787190318e+00,9.919626838527619839e-01,-8.000000119209289551e-01
-1.366818259237334132e+00,9.912713608355261385e-01,-8.000000119209289551e-01
-1.370256694033741951e+00,9.896679312805645168e-01,-8.000000119209289551e-01
-1.362736332695931196e+00,9.931748671806417406e-01,-8.000000119209289551e-01
-1.358728878200054169e+00,9.950436453218571842e-01,-8.000000119209289551e-01
-1.366051576565951109e+00,9.916288847452960908e-01,-8.000000119209289551e-01
-1.368849149905145168e+00,9.903243050794117153e-01,-8.000000119209289551e-01
-1.354842912405729294e+00,9.968557694810442626e-01,-8.000000119209289551e-01
-1.348658138886094093e+00,9.997398866689763963e-01,-8.000000119209289551e-01
-1.363446046598255634e+00,9.928439091308973730e-01,-8.000000119209289551e-01
-1.369100276846438646e+00,9.902071977849118412e-01,-8.000000119209289551e-01
-1.345879724714905024e+00,1.001035531691741198e+00,-8.000000119209289551e-01
-1.356401920784264803e+00,9.961287641781382263e-01,-8.000000119209289551e-01
-1.363514635711908340e+00,9.928119247197173536e-01,-8.000000119209289551e-01
-1.354201566427946091e+00,9.971548457979224622e-01,-8.000000119209289551e-01
-1.361563756596297026e+00,9.937216692487709224e-01,-8.000000119209289551e-01
-1.355701331049203873e+00,9.964554672478698194e-01,-8.000000119209289551e-01
-1.368800742551684380e+00,9.903468782431446016e-01,-8.000000119209289551e-01
-1.365216819802299142e+00,9.920181524357758462e-01,-8.000000119209289551e-01
-1.369417018489912152e+00,9.900594928185455501e-01,-8.000000119209289551e-01
-1.365123830037191510e+00,9.920615157461725175e-01,-8.000000119209289551e-01
-1.371710400329902768e+00,9.889900306588970125e-01,-8.000000119209289551e-01
-1.359812136972323060e+00,9.945384933962486684e-01,-8.000000119209289551e-01
-1.369392981054261327e+00,9.900707024498842657e-01,-8.000000119209289551e-01
-1.355336291948333383e+00,9.966256934567354620e-01,-8.000000119209289551e-01
-1.367995148757472634e+00,9.907225467613898218e-01,-8.000000119209289551e-01
-1.362616097787395120e+00,9.932309351279400289e-01,-8.000000119209289551e-01
-1.365323043661192060e+00,9.919686173670925200e-01,-8.000000119209289551e-01
-1.370391966542229056e+00,9.896048496593721211e-01,-8.000000119209289551e-01
-1.370146783068776131e+00,9.897191849449882284e-01,-8.000000119209289551e-01
-1.362764766439795494e+00,9.931616069661686197e-01,-8.000000119209289551e-01
-1.358489143196493387e+00,9.951554389117518440e-01,-8.000000119209289551e-01
-1.367898875381797552e+00,9.907674418209353462e-01,-8.000000119209289551e-01
-1.354655275586992502e+00,9.969432690559187904e-01,-8.000000119209289551e-01
-1.367608345579355955e+00,9.909029236441710964e-01,-8.000000119209289551e-01
-1.365101732313632965e+00,9.920718211360508576e-01,-8.000000119209289551e-01
-1.359006386250257492e+00,9.949142360273981467e-01,-8.000000119209289551e-01
-1.372037721797823906e+00,9.888373930152738467e-01,-8.000000119209289551e-01
-1.363948839716613293e+00,9.926094443217152730e-01,-8.000000119209289551e-01
-1.341156014241278172e+00,1.003238318735384382e+00,-8.000000119209289551e-01
-1.366192140616476536e+00,9.915633362397784367e-01,-8.000000119209289551e-01
-1.369038664270192385e+00,9.902359298575902358e-01,-8.000000119209289551e-01
-1.368065825721714646e+00,9.906895891908789054e-01,-8.000000119209289551e-01
-1.367891076675732620e+00,9.907710791085264646e-01,-8.000000119209289551e-01
-1.355826063736458309e+00,9.963973016929230653e-01,-8.000000119209289551e-01
-1.365690808466752060e+00,9.917971199829480611e-01,-8.000000119209289551e-01
-1.367289607136626728e+00,9.910515594747266732e-01,-8.000000119209289551e-01
-1.363585474158753641e+00,9.927788909044465981e-01,-8.000000119209289551e-01
-1.365965862249140628e+00,9.916688554440042935e-01,-8.000000119209289551e-01
-1.367585605315980501e+00,9.909135280395275913e-01,-8.000000119209289551e-01
-1.367024928404134698e+00,9.911749859384144656e-01,-8.000000119209289551e-01
-1.355822103170794435e+00,9.963991481854463927e-01,-8.000000119209289551e-01
-1.367855497708660550e+00,9.907876703000511043e-01,-8.000000119209289551e-01
-1.366131927075912245e+00,9.915914151279139332e-01,-8.000000119209289551e-01
-1.363171722230617888e+00,9.929718339044484310e-01,-8.000000119209289551e-01
-1.359742427899618633e+00,9.945710010288166814e-01,-8.000000119209289551e-01
-1.370130484647233970e+00,9.897267862615990452e-01,-8.000000119209289551e-01
-1.346888607091386802e+00,1.000565064830880146e+00,-8.000000119209289551e-01
-1.366828452519257553e+00,9.912666079981136136e-01,-8.000000119209289551e-01
-1.371452596693416126e+00,9.891102518813568167e-01,-8.000000119209289551e-01
-1.367958080678363331e+00,9.907398335562902503e-01,-8.000000119209289551e-01
-1.359340354523737915e+00,9.947584983819979243e-01,-8.000000119209289551e-01
-1.367802603825111873e+00,9.908123360874014907e-01,-8.000000119209289551e-01
-1.342615701913018711e+00,1.002557629712100606e+00,-8.000000119209289551e-01
-1.371842649488826282e+00,9.889283599259215407e-01,-8.000000119209289551e-01
-1.370394153593224473e+00,9.896038304359535687e-01,-8.000000119209289551e-01
-1.364304457398247905e+00,9.924436106157372706e-01,-8.000000119209289551e-01
-1.367345347141963430e+00,9.910255664071883075e-01,-8.000000119209289551e-01
-1.359666310789179988e+00,9.946064965843106620e-01,-8.000000119209289551e-01
-1.362091337170568295e+00,9.934756451330031268e-01,-8.000000119209289551e-01
-1.367585022308048792e+00,9.909137997819925658e-01,-8.000000119209289551e-01
-1.370069924349081703e+00,9.897550268142367713e-01,-8.000000119209289551e-01
-1.358714337067794986e+00,9.950504259250010364e-01,-8.000000119209289551e-01
-1.369770853387308307e+00,9.898944909728015773e-01,-8.000000119209289551e-01
-1.364682519415509887e+00,9.922673106702859513e-01,-8.000000119209289551e-01
-1.368883723931503482e+00,9.903081823649699800e-01,-8.000000119209289551e-01
-1.357422493005287834e+00,9.956528456459636800e-01,-8.000000119209289551e-01
-1.371339015269768424e+00,9.891632176513667218e-01,-8.000000119209289551e-01
-1.369202359419432469e+00,9.901595946212182753e-01,-8.000000119209289551e-01
-1.361905487094190903e+00,9.935623117999057285e-01,-8.000000119209289551e-01
-1.360208153913845308e+00,9.943538214356522076e-01,-8.000000119209289551e-01
-1.358603684537229128e+00,9.951020262597012334e-01,-8.000000119209289551e-01
-1.363261404287186451e+00,9.929300129806506447e-01,-8.000000119209289551e-01
-1.367221519656595774e+00,9.910833105604979210e-01,-8.000000119209289551e-01
-1.359203880027052946e+00,9.948221392623963766e-01,-8.000000119209289551e-01
-1.370634841106948443e+00,9.894915915720048361e-01,-8.000000119209289551e-01
-1.355130073920008726e+00,9.967218585006776266e-01,-8.000000119209289551e-01
-1.362595400147256441e+00,9.932405870567890815e-01,-8.000000119209289551e-01
-1.364796076508355327e+00,9.922143557269009762e-01,-8.000000119209289551e-01
